Hour;Envelope & Thermal bridges;Window & Solar;Local heating units;Local cooling units;AHU heat recovery;AHU cold recovery;AHU Heating;AHU Cooling;Roomtemp;Outside air dry-bulb temperature
2019-02-04 19:00;-52.61;-55.85;25.67;0;297.5;0;78.06;0;21;0.6277
2019-02-04 20:00;-52.74;-55.69;29.35;0;297;0;77.66;0;21;0.6673
2019-02-04 21:00;-52.85;-55.36;31.8;0;295.5;0;76.67;0;21;0.7674
2019-02-04 22:00;-52.97;-55.6;34.07;0;296.9;0;77.59;0;21;0.6742
2019-02-04 23:00;-53.1;-55.86;36.03;0;298.4;0;78.64;0;21;0.5672
2019-02-05 00:00;-53.25;-56.05;37.63;0;299.6;0;79.44;0;21;0.4855
2019-02-05 01:00;-53.41;-56.18;38.94;0;300.2;0;79.81;0;21;0.4484
2019-02-05 02:00;-53.58;-56.04;39.77;0;298.4;0;78.56;0;21;0.5744
2019-02-05 03:00;-53.75;-55.92;40.59;0;296.8;0;77.49;0;21;0.6837
2019-02-05 04:00;-53.91;-56.04;41.47;0;297.3;0;77.85;0;21;0.6466
2019-02-05 05:00;-54.07;-55.99;42.09;0;297;0;77.65;0;21;0.6672
2019-02-05 06:00;-54.22;-55.65;42.37;0;295.1;0;76.4;0;21;0.7944
2019-02-05 07:00;-54.35;-55.29;42.53;0;293.2;0;75.09;0;21;0.9267
2019-02-05 08:00;-54.53;-53.37;41.86;0;292.6;0;74.7;0;21;0.9667
2019-02-05 09:00;-54.87;-46.96;38.72;0;293.8;0;75.46;0;21;0.8886
2019-02-05 10:00;-55.92;-21.44;24.58;0;295.5;0;76.57;0;21;0.7728
2019-02-05 11:00;-57.93;19.04;10.92;0;296.3;0;75.89;0;21.05;0.7668
2019-02-05 12:00;-60.39;64.66;1.571;0;295.9;0;73.18;0;21.16;0.8961
2019-02-05 13:00;-58.64;48.92;0;0;295.1;0;72.06;0;21.18;0.9733
2019-02-05 14:00;-55.86;18.93;0;0;293.5;0;71.41;0;21.16;1.067
2019-02-05 15:00;-52.96;-12.52;0.1574;0;291;0;71.09;0;21.11;1.18
2019-02-05 16:00;-50.75;-38.14;1.476;0;289.8;0;71.94;0;21.04;1.194
2019-02-05 17:00;-49.81;-52.53;7.006;0;290.2;0;73.1;0;21;1.133
2019-02-05 18:00;-50.2;-54.46;16.78;0;291.6;0;74.09;0;21;1.033
2019-02-05 19:00;-50.49;-54.47;22.28;0;290.3;0;73.15;0;21;1.127
2019-02-05 20:00;-50.72;-54.18;26.07;0;288.7;0;72.1;0;21;1.233
2019-02-05 21:00;-50.92;-53.99;28.73;0;287.7;0;71.38;0;21;1.305
2019-02-05 22:00;-51.11;-53.83;30.76;0;286.8;0;70.77;0;21;1.367
2019-02-05 23:00;-51.29;-53.76;32.42;0;285.8;0;70.12;0;21;1.433
2019-02-06 00:00;-51.47;-53.77;33.77;0;284.6;0;69.32;0;21;1.514
2019-02-06 01:00;-51.64;-53.7;34.85;0;283.4;0;68.49;0;21;1.598
2019-02-06 02:00;-51.79;-53.76;35.82;0;283.4;0;68.47;0;21;1.6
2019-02-06 03:00;-51.94;-53.84;36.79;0;283.4;0;68.47;0;21;1.6
2019-02-06 04:00;-52.07;-54.05;37.76;0;283.4;0;68.47;0;21;1.6
2019-02-06 05:00;-52.19;-54.23;38.57;0;283.4;0;68.47;0;21;1.6
2019-02-06 06:00;-52.3;-54.33;39.2;0;283.6;0;68.6;0;21;1.587
2019-02-06 07:00;-52.4;-54.57;39.91;0;285.2;0;69.7;0;21;1.475
2019-02-06 08:00;-52.6;-52.21;39.17;0;287.3;0;71.08;0;21;1.334
2019-02-06 09:00;-53.04;-43.8;35.01;0;289.6;0;72.63;0;21;1.176
2019-02-06 10:00;-54.28;-14.12;18.63;0;292.9;0;74.84;0;21;0.948
2019-02-06 11:00;-55.49;13.76;5.69;0;294;0;74.94;0;21.03;0.9008
2019-02-06 12:00;-56.29;31.33;0.839;0;291.8;0;72.27;0;21.08;1.099
2019-02-06 13:00;-55.8;30.29;0;0;289.5;0;69.88;0;21.11;1.292
2019-02-06 14:00;-54.35;16.12;0;0;288.2;0;68.98;0;21.11;1.383
2019-02-06 15:00;-52.05;-9.712;0.4923;0;288.1;0;69.81;0;21.08;1.353
2019-02-06 16:00;-50.11;-35.77;4.788;0;287;0;70.3;0;21.03;1.375
2019-02-06 17:00;-49.24;-51.39;11.49;0;286.5;0;70.64;0;21;1.383
2019-02-06 18:00;-49.61;-53.64;19.83;0;287;0;70.96;0;21;1.35
2019-02-06 19:00;-49.9;-54.47;25.08;0;288.3;0;71.85;0;21;1.258
2019-02-06 20:00;-50.16;-54.75;28.76;0;289.7;0;72.74;0;21;1.167
2019-02-06 21:00;-50.4;-54.73;31.22;0;290.8;0;73.46;0;21;1.094
2019-02-06 22:00;-50.64;-54.86;33.18;0;291.6;0;74.06;0;21;1.033
2019-02-06 23:00;-50.88;-54.96;34.81;0;292.1;0;74.38;0;21;1
2019-02-07 00:00;-51.13;-54.99;36.14;0;291.9;0;74.56;0;21;1
2019-02-07 01:00;-51.39;-55.25;37.47;0;291.7;0;75.97;0;21;0.9536
2019-02-07 02:00;-51.63;-55.94;38.96;0;293.4;0;77.35;0;21;0.8257
2019-02-07 03:00;-51.88;-56.53;40.35;0;294.7;0;78.76;0;21;0.7157
2019-02-07 04:00;-52.14;-56.34;41.02;0;292.2;0;80.37;0;21;0.7511
2019-02-07 05:00;-52.39;-56.12;41.53;0;291.1;0;80.69;0;21;0.784
2019-02-07 06:00;-52.63;-55.98;42.03;0;290.9;0;80.56;0;21;0.7968
2019-02-07 07:00;-52.86;-56.02;42.56;0;290.4;0;80.24;0;21;0.8281
2019-02-07 08:00;-53.19;-54.09;42.31;0;289.3;0;79.42;0;21;0.9073
2019-02-07 09:00;-54.35;-32.01;31.9;0;290.4;0;78.2;0;21.01;0.9148
2019-02-07 10:00;-55.79;0.4792;15.06;0;294.7;0;77.98;0;21.02;0.7486
2019-02-07 11:00;-57.05;28.92;1.308;0;298;0;77.42;0;21.05;0.6348
2019-02-07 12:00;-57.62;40.92;0;0;297.6;0;75.47;0;21.11;0.7313
2019-02-07 13:00;-57.11;38.85;0;0;297.3;0;74.37;0;21.15;0.7874
2019-02-07 14:00;-55.58;23.96;0;0;297.2;0;74.17;0;21.15;0.7989
2019-02-07 15:00;-52.69;-9.074;0.03095;0;296.4;0;74.94;0;21.1;0.8007
2019-02-07 16:00;-50.66;-35.75;3.352;0;294.5;0;74.94;0;21.04;0.8808
2019-02-07 17:00;-49.64;-53.05;9.377;0;292;0;74.24;0;21;1.012
2019-02-07 18:00;-50.02;-54.97;17.36;0;290.2;0;73.11;0;21;1.131
2019-02-07 19:00;-50.42;-54.9;23.1;0;289;0;72.31;0;21;1.212
2019-02-07 20:00;-50.72;-54.65;26.96;0;288.5;0;71.94;0;21;1.249
2019-02-07 21:00;-50.96;-54.73;29.85;0;289;0;72.27;0;21;1.215
2019-02-07 22:00;-51.19;-54.99;32.28;0;290.8;0;73.52;0;21;1.087
2019-02-07 23:00;-51.42;-55.33;34.37;0;293.3;0;75.16;0;21;0.9208
2019-02-08 00:00;-51.66;-55.56;36.01;0;294.6;0;76.03;0;21;0.8323
2019-02-08 01:00;-51.89;-55.56;37.27;0;294.6;0;76.06;0;21;0.8292
2019-02-08 02:00;-52.12;-55.34;38.04;0;293.4;0;75.25;0;21;0.9115
2019-02-08 03:00;-52.35;-55.07;38.73;0;292;0;74.25;0;21;1.012
2019-02-08 04:00;-52.56;-54.43;38.89;0;288.5;0;71.91;0;21;1.25
2019-02-08 05:00;-52.75;-53.95;39.06;0;285.8;0;70.11;0;21;1.432
2019-02-08 06:00;-52.9;-53.75;39.4;0;284.8;0;69.39;0;21;1.506
2019-02-08 07:00;-53.03;-53.58;39.72;0;283.9;0;68.79;0;21;1.567
2019-02-08 08:00;-53.27;-50.05;38.17;0;283.9;0;68.79;0;21;1.567
2019-02-08 09:00;-53.76;-39.59;32.69;0;284.9;0;69.49;0;21;1.495
2019-02-08 10:00;-54.94;-8.689;15;0;285.8;0;69.98;0;21;1.441
2019-02-08 11:00;-56.36;22.8;2.579;0;285.4;0;68.84;0;21.04;1.501
2019-02-08 12:00;-57.63;45.96;0.3786;0;284;0;66.01;0;21.12;1.674
2019-02-08 13:00;-56.7;41.09;0;0;285;0;65.78;0;21.16;1.642
2019-02-08 14:00;-54.67;21.64;0;0;285.6;0;66.24;0;21.16;1.6
2019-02-08 15:00;-51.89;-8.296;0.003537;0;285;0;66.91;0;21.11;1.599
2019-02-08 16:00;-49.57;-34.5;0.03463;0;284.1;0;68.01;0;21.04;1.588
2019-02-08 17:00;-48.48;-50.25;4.776;0;284.6;0;69.33;0;21;1.515
2019-02-08 18:00;-48.84;-53.43;14.98;0;286.5;0;70.93;0;21;1.37
2019-02-08 19:00;-49.15;-54.24;21.18;0;286.8;0;73.39;0;21;1.259
2019-02-08 20:00;-49.42;-54.51;25.57;0;287.3;0;75.07;0;21;1.167
2019-02-08 21:00;-49.68;-54.74;28.65;0;289;0;75.56;0;21;1.079
2019-02-08 22:00;-49.95;-55.21;31.27;0;293;0;76.28;0;21;0.8844
2019-02-08 23:00;-50.24;-55.92;33.79;0;297.8;0;78.54;0;21;0.5981
2019-02-09 00:00;-50.55;-56.78;36.19;0;302.1;0;82.4;0;21;0.2643
2019-02-09 01:00;-50.89;-56.74;37.51;0;301.1;0;82.87;0;21;0.2853
2019-02-09 02:00;-51.25;-56.35;38.18;0;299.6;0;80.67;0;21;0.4378
2019-02-09 03:00;-51.6;-56.02;38.89;0;298.4;0;78.78;0;21;0.5631
2019-02-09 04:00;-51.94;-56.24;39.97;0;299.8;0;79.55;0;21;0.4741
2019-02-09 05:00;-52.28;-56.44;41;0;300.6;0;80.57;0;21;0.4002
2019-02-09 06:00;-52.6;-56.48;41.85;0;299.9;0;81.23;0;21;0.3996
2019-02-09 07:00;-52.91;-56.51;42.56;0;299.4;0;81.86;0;21;0.3965
2019-02-09 08:00;-53.38;-52.1;40.78;0;299.7;0;82.63;0;21;0.3499
2019-02-09 09:00;-54.12;-40.06;34.62;0;301.3;0;83.39;0;21;0.2562
2019-02-09 10:00;-55.35;-11.88;18.23;0;303;0;82.78;0;21;0.2095
2019-02-09 11:00;-56.32;11.48;5.621;0;305.1;0;82.62;0;21.02;0.1328
2019-02-09 12:00;-56.76;23.24;0.8187;0;307.2;0;83.28;0;21.05;0.02016
2019-02-09 13:00;-56.48;23.46;0;0;307.8;0;83.02;0;21.08;0.006994
2019-02-09 14:00;-55.42;13.27;0;0;306.9;0;82.39;0;21.08;0.06726
2019-02-09 15:00;-53.4;-9.114;0.07401;0;304.8;0;81.7;0;21.05;0.1806
2019-02-09 16:00;-50.97;-42.38;5.631;0;303.9;0;82.2;0;21;0.2
2019-02-09 17:00;-50.87;-54.97;18.62;0;303.8;0;82.29;0;21;0.2
2019-02-09 18:00;-51.24;-57.11;26.03;0;303.8;0;82.28;0;21;0.2
2019-02-09 19:00;-51.62;-57.12;30.74;0;304;0;82.42;0;21;0.1844
2019-02-09 20:00;-51.92;-57.22;33.9;0;304.6;0;82.78;0;21;0.147
2019-02-09 21:00;-52.22;-57.19;36.15;0;304.1;0;82.45;0;21;0.1801
2019-02-09 22:00;-52.51;-57.09;37.88;0;303.3;0;81.91;0;21;0.235
2019-02-09 23:00;-52.8;-56.91;39.17;0;302.5;0;81.39;0;21;0.2879
2019-02-10 00:00;-53.09;-56.86;40.3;0;302.4;0;81.27;0;21;0.3
2019-02-10 01:00;-53.36;-56.88;41.32;0;302.5;0;81.35;0;21;0.2918
2019-02-10 02:00;-53.62;-56.95;42.24;0;302.8;0;81.57;0;21;0.2686
2019-02-10 03:00;-53.88;-57.03;43.13;0;303.2;0;81.81;0;21;0.2445
2019-02-10 04:00;-54.12;-57.08;43.89;0;303.6;0;82.09;0;21;0.2164
2019-02-10 05:00;-54.35;-57.09;44.51;0;303.8;0;82.25;0;21;0.2001
2019-02-10 06:00;-54.56;-57.09;45.03;0;304;0;82.37;0;21;0.1874
2019-02-10 07:00;-54.77;-57.38;45.83;0;305.6;0;83.48;0;21;0.07537
2019-02-10 08:00;-55.19;-51.83;43.36;0;307;0;84.37;0;21;-0.01618
2019-02-10 09:00;-55.98;-36.24;35.08;0;307.6;0;84.77;0;21;-0.05954
2019-02-10 10:00;-57.36;-1.26;14.47;0;308.9;0;85.58;0;21;-0.1459
2019-02-10 11:00;-58.75;29.94;0.987;0;310.9;0;86.08;0;21.04;-0.2492
2019-02-10 12:00;-59.77;47.77;0.1409;0;313.6;0;86.17;0;21.11;-0.3601
2019-02-10 13:00;-58.76;40.47;0;0;315.1;0;86.95;0;21.14;-0.4549
2019-02-10 14:00;-56.85;21.12;0;0;316.1;0;87.86;0;21.14;-0.5336
2019-02-10 15:00;-54.37;-6.979;0.4867;0;316.6;0;88.75;0;21.09;-0.5917
2019-02-10 16:00;-52.19;-36.55;4.814;0;316.2;0;89.8;0;21.03;-0.6163
2019-02-10 17:00;-51.21;-55.37;12.88;0;317.3;0;91.54;0;21;-0.735
2019-02-10 18:00;-51.71;-59.56;24.06;0;320.4;0;93.95;0;21;-0.9602
2019-02-10 19:00;-52.2;-60.26;30.32;0;320.3;0;95.05;0;21;-1
2019-02-10 20:00;-52.66;-60.24;34.67;0;319.2;0;96.18;0;21;-1
2019-02-10 21:00;-53.09;-60.29;37.83;0;318.2;0;97.46;0;21;-1.013
2019-02-10 22:00;-53.52;-60.57;40.42;0;321.6;0;96.8;0;21;-1.125
2019-02-10 23:00;-53.95;-60.66;42.49;0;322.7;0;96.7;0;21;-1.167
2019-02-11 00:00;-54.39;-60.43;44;0;319.7;0;97.74;0;21;-1.085
2019-02-11 01:00;-54.82;-60.17;45.16;0;318;0;97.41;0;21;-1.002
2019-02-11 02:00;-55.23;-60.13;46.24;0;319.3;0;96.02;0;21;-1
2019-02-11 03:00;-55.63;-60.1;47.31;0;320.6;0;94.72;0;21;-1
2019-02-11 04:00;-56;-60.13;48.25;0;321.1;0;94.23;0;21;-1
2019-02-11 05:00;-56.35;-60.14;49.08;0;321.3;0;94.05;0;21;-1
2019-02-11 06:00;-56.67;-60.05;49.76;0;321.1;0;93.92;0;21;-0.9869
2019-02-11 07:00;-56.97;-59.73;50.11;0;319.5;0;92.81;0;21;-0.8743
2019-02-11 08:00;-57.58;-51.1;45.88;0;318.4;0;92.07;0;21;-0.8002
2019-02-11 09:00;-58.76;-29.05;34.86;0;318.4;0;92.07;0;21;-0.8
2019-02-11 10:00;-60.68;12.2;13.96;0;318.6;0;91.88;0;21.02;-0.8
2019-02-11 11:00;-61.97;41.55;2.275;0;319.2;0;91.08;0;21.06;-0.7922
2019-02-11 12:00;-62.31;53.07;0;0;318.6;0;89.13;0;21.13;-0.6876
2019-02-11 13:00;-61.7;51.7;0;0;317.8;0;87.45;0;21.18;-0.5861
2019-02-11 14:00;-59.79;34.33;0;0;317.3;0;86.95;0;21.18;-0.5463
2019-02-11 15:00;-56.54;-1.289;0;0;316.8;0;88.06;0;21.12;-0.5712
2019-02-11 16:00;-53.74;-35.1;2.82;0;316.2;0;89.33;0;21.05;-0.5995
2019-02-11 17:00;-52.56;-54.94;10.72;0;315.6;0;90.04;0;21.01;-0.6033
2019-02-11 18:00;-52.73;-59.31;19.47;0;316.1;0;90.62;0;21;-0.6474
2019-02-11 19:00;-53.21;-59.43;27.16;0;317.3;0;91.38;0;21;-0.7259
2019-02-11 20:00;-53.56;-59.97;32.45;0;319;0;92.53;0;21;-0.8438
2019-02-11 21:00;-53.89;-60.06;36.07;0;320.7;0;93.65;0;21;-0.9576
2019-02-11 22:00;-54.23;-60.14;38.95;0;322.3;0;94.75;0;21;-1.07
2019-02-11 23:00;-54.58;-60.41;41.38;0;323.9;0;95.8;0;21;-1.177
2019-02-12 00:00;-54.94;-60.51;43.26;0;324.5;0;96.2;0;21;-1.218
2019-02-12 01:00;-55.3;-60.61;44.9;0;325;0;96.57;0;21;-1.256
2019-02-12 02:00;-55.68;-60.79;46.38;0;326;0;97.26;0;21;-1.326
2019-02-12 03:00;-56.05;-60.99;47.83;0;327.2;0;98;0;21;-1.401
2019-02-12 04:00;-56.41;-61.3;49.13;0;328.9;0;99.15;0;21;-1.519
2019-02-12 05:00;-56.77;-61.42;50.18;0;329.6;0;99.61;0;21;-1.566
2019-02-12 06:00;-57.13;-61.31;50.99;0;329;0;99.22;0;21;-1.525
2019-02-12 07:00;-57.46;-61.42;51.82;0;329.6;0;99.63;0;21;-1.567
2019-02-12 08:00;-58.08;-53.81;48.23;0;329.1;0;99.29;0;21;-1.534
2019-02-12 09:00;-59.09;-34.64;37.81;0;326.8;0;97.7;0;21;-1.375
2019-02-12 10:00;-60.41;-1.091;17.37;0;323.3;0;95.28;0;21;-1.133
2019-02-12 11:00;-61.61;27.66;3.423;0;320.8;0;92.9;0;21.03;-0.9331
2019-02-12 12:00;-62.43;44.71;0.498;0;319.5;0;90.51;0;21.1;-0.7795
2019-02-12 13:00;-62.06;46.41;0;0;314.8;0;86.24;0;21.14;-0.4157
2019-02-12 14:00;-60.59;34.14;0;0;309.6;0;84.15;0;21.16;-0.1169
2019-02-12 15:00;-57.98;7.187;0.143;0;305.1;0;85.02;0;21.13;0.03221
2019-02-12 16:00;-54.83;-29.12;1.375;0;305;0;84.13;0;21.05;0.07277
2019-02-12 17:00;-53.18;-52.89;8.282;0;307.6;0;84.92;0;21;-0.06703
2019-02-12 18:00;-53.5;-58.13;21.27;0;312.4;0;88.17;0;21;-0.3967
2019-02-12 19:00;-53.81;-59.61;28.83;0;316.5;0;90.88;0;21;-0.6743
2019-02-12 20:00;-54.09;-60.21;34.18;0;319.8;0;93.1;0;21;-0.9012
2019-02-12 21:00;-54.34;-60.58;37.97;0;321.7;0;94.68;0;21;-1.042
2019-02-12 22:00;-54.62;-60.21;40.17;0;318;0;95.05;0;21;-0.9072
2019-02-12 23:00;-54.9;-59.92;41.92;0;316.2;0;94.22;0;21;-0.8003
2019-02-13 00:00;-55.19;-59.93;43.52;0;318.1;0;92.45;0;21;-0.8051
2019-02-13 01:00;-55.48;-60.08;45.07;0;318.8;0;93.23;0;21;-0.864
2019-02-13 02:00;-55.78;-60.33;46.51;0;318.7;0;95.57;0;21;-0.9569
2019-02-13 03:00;-56.08;-60.58;47.92;0;318.7;0;97.9;0;21;-1.051
2019-02-13 04:00;-56.37;-60.91;49.26;0;319.3;0;100.3;0;21;-1.176
2019-02-13 05:00;-56.67;-61.37;50.61;0;321.7;0;102.1;0;21;-1.348
2019-02-13 06:00;-56.97;-61.97;52.02;0;324.9;0;104.4;0;21;-1.57
2019-02-13 07:00;-57.32;-61.47;52.78;0;328.6;0;107;0;21;-1.83
2019-02-13 08:00;-58.08;-50.26;47.35;0;328.7;0;107;0;21;-1.832
2019-02-13 09:00;-59.33;-23.75;32.38;0;328.2;0;106.6;0;21;-1.8
2019-02-13 10:00;-61.05;17.95;8.43;0;328.2;0;106.3;0;21.01;-1.785
2019-02-13 11:00;-62.21;40.83;1.663;0;326.9;0;104.2;0;21.07;-1.648
2019-02-13 12:00;-62.52;50.28;0.009124;0;324.1;0;100.9;0;21.13;-1.397
2019-02-13 13:00;-61.79;46.17;0;0;319.5;0;96.76;0;21.17;-1.036
2019-02-13 14:00;-60.25;32.17;0;0;315.2;0;93.64;0;21.18;-0.735
2019-02-13 15:00;-57.77;6.56;0;0;310.4;0;90.74;0;21.16;-0.4206
2019-02-13 16:00;-54.7;-30.01;2.291;0;307.3;0;89.57;0;21.09;-0.2426
2019-02-13 17:00;-53.96;-43.87;9.567;0;306.6;0;89.69;0;21.04;-0.2201
2019-02-13 18:00;-53.38;-55.92;16.97;0;306.3;0;89.79;0;21;-0.2133
2019-02-13 19:00;-53.55;-58.66;23.87;0;309.8;0;88.88;0;21;-0.3179
2019-02-13 20:00;-53.87;-58.87;29.53;0;312.5;0;88.17;0;21;-0.3991
2019-02-13 21:00;-54.15;-58.86;33.4;0;312.5;0;88.16;0;21;-0.4
2019-02-13 22:00;-54.41;-58.85;36.28;0;312.5;0;88.16;0;21;-0.4
2019-02-13 23:00;-54.66;-58.85;38.63;0;312.5;0;88.15;0;21;-0.4
2019-02-14 00:00;-54.91;-58.82;40.5;0;312.4;0;88.07;0;21;-0.3913
2019-02-14 01:00;-55.17;-58.3;41.75;0;308.4;0;87.31;0;21;-0.1964
2019-02-14 02:00;-55.43;-57.11;41.94;0;299.6;0;86.6;0;21;0.1918
2019-02-14 03:00;-55.63;-58;43.67;0;307.3;0;86.25;0;21;-0.1076
2019-02-14 04:00;-55.81;-62.89;49.44;0;335;0;103.4;0;21;-1.944
2019-02-14 05:00;-56.12;-68.72;56.24;0;367.6;0;125.4;0;21;-4.183
2019-02-14 06:00;-56.56;-72.93;61.52;0;390.9;0;141.7;0;21;-5.8
2019-02-14 07:00;-57.17;-73.29;63.27;0;392;0;144.9;0;21;-5.979
2019-02-14 08:00;-58.81;-54.02;58.57;0;402;0;150.2;0;21;-6.602
2019-02-14 09:00;-70.51;165.8;9.508;0;416.9;0;154.4;0;21.17;-7.384
2019-02-14 10:00;-90.74;476.6;0;0;415.1;0;141.8;0;21.88;-6.798
2019-02-14 11:00;-103.6;660.1;0;0;400.8;0;119.6;0;22.76;-5.301
2019-02-14 12:00;-109.8;755.7;0;0;393.6;0;96.54;0;23.59;-4.062
2019-02-14 13:00;-107.5;753.3;0;0;390.6;0;80.65;0;24.23;-3.288
2019-02-14 14:00;-98.41;660.9;0;0;376.4;0;61.9;0;24.63;-1.941
2019-02-14 15:00;-83.53;478.2;0;0;367.2;0;52.54;0;24.75;-1.182
2019-02-14 16:00;-62.44;202.5;0;0;367.2;0;57.87;0;24.51;-1.401
2019-02-14 17:00;-43.39;-33.69;0;0;367.4;0;68.78;0;24.01;-1.856
2019-02-14 18:00;-38.06;-73.66;0;0;376.7;0;82.52;0;23.69;-2.798
2019-02-14 19:00;-35.96;-76.01;0;0;391;0;96.59;0;23.45;-3.96
2019-02-14 20:00;-35.07;-76.73;0;0;396.6;0;102;0;23.27;-4.41
2019-02-14 21:00;-35.18;-75.88;0;0;389.7;0;103.8;0;23.13;-4.2
2019-02-14 22:00;-35.92;-76.58;0;0;395.1;0;110.1;0;23;-4.677
2019-02-14 23:00;-37.1;-77.64;0;0;401.1;0;115.7;0;22.89;-5.155
2019-02-15 00:00;-38.72;-76.58;0;0;394.1;0;114.2;0;22.79;-4.807
2019-02-15 01:00;-40.59;-74.79;0;0;384.5;0;109.2;0;22.71;-4.211
2019-02-15 02:00;-42.41;-74.34;0;0;380.5;0;108.2;0;22.62;-4.003
2019-02-15 03:00;-44.16;-74.23;0;0;379.4;0;109.2;0;22.54;-4
2019-02-15 04:00;-45.84;-73.84;0;0;378.4;0;110.1;0;22.46;-3.999
2019-02-15 05:00;-47.4;-73.65;0;0;377.2;0;111;0;22.38;-3.984
2019-02-15 06:00;-48.86;-73.38;0;0;375.5;0;111.4;0;22.31;-3.93
2019-02-15 07:00;-50.43;-70.14;0;0;372.7;0;110.8;0;22.24;-3.795
2019-02-15 08:00;-54.12;-35.9;0;0;367.4;0;106.7;0;22.26;-3.408
2019-02-15 09:00;-59.92;30.77;0;0;361.3;0;99.65;0;22.38;-2.867
2019-02-15 10:00;-67.69;129.7;0;0;354.5;0;89.24;0;22.64;-2.162
2019-02-15 11:00;-68.46;139.3;0;0;342.5;0;77.79;0;22.77;-1.204
2019-02-15 12:00;-66.78;118.9;0;0;332;0;68.81;0;22.84;-0.4065
2019-02-15 13:00;-64.2;90.07;0;0;326.3;0;64.56;0;22.85;0.001217
2019-02-15 14:00;-60.55;50.65;0;0;319.7;0;61.06;0;22.79;0.4164
2019-02-15 15:00;-57.13;15.01;0;0;313.5;0;58.42;0;22.72;0.776
2019-02-15 16:00;-54.61;-9.677;0;0;309.1;0;57.23;0;22.63;1.007
2019-02-15 17:00;-52.09;-39.72;0;0;308.8;0;59.69;0;22.51;0.9164
2019-02-15 18:00;-50.45;-59.49;0;0;309.5;0;62.61;0;22.39;0.7681
2019-02-15 19:00;-50.17;-61.09;0;0;318.2;0;69.74;0;22.31;0.1202
2019-02-15 20:00;-49.91;-62.98;0;0;328.3;0;79.34;0;22.22;-0.6873
2019-02-15 21:00;-49.84;-64.36;0;0;335.6;0;86.81;0;22.14;-1.292
2019-02-15 22:00;-49.95;-65.42;0;0;341.7;0;92.65;0;22.07;-1.778
2019-02-15 23:00;-50.16;-67.08;0;0;350.8;0;100.7;0;22;-2.483
2019-02-16 00:00;-50.41;-69.44;0;0;363.5;0;111.3;0;21.93;-3.435
2019-02-16 01:00;-50.68;-72.63;0;0;380.6;0;125.1;0;21.85;-4.702
2019-02-16 02:00;-51.03;-76.38;0;0;402.7;0;139.9;0;21.77;-6.214
2019-02-16 03:00;-51.48;-81.26;0;0;433.8;0;156.5;0;21.68;-8.162
2019-02-16 04:00;-52.13;-86.29;0;0;462.9;0;176;0;21.58;-10.16
2019-02-16 05:00;-53.15;-89.03;0;0;478.5;0;188.4;0;21.5;-11.3
2019-02-16 06:00;-54.39;-90.5;0;0;487.1;0;196.1;0;21.41;-11.97
2019-02-16 07:00;-56.18;-85.93;0;0;489.9;0;199.6;0;21.35;-12.22
2019-02-16 08:00;-60.24;-51.25;0;0;486.3;0;196.8;0;21.36;-11.97
2019-02-16 09:00;-63.51;-25.74;0;0;475.5;0;189.7;0;21.38;-11.23
2019-02-16 10:00;-68.39;27.69;0;0;458.5;0;178;0;21.47;-10.06
2019-02-16 11:00;-88.51;318.3;0;0;442;0;158.3;0;22.07;-8.573
2019-02-16 12:00;-105.4;578.6;0;0;424.5;0;132.9;0;22.91;-6.819
2019-02-16 13:00;-110.8;672.7;0;0;406.9;0;104.4;0;23.67;-4.931
2019-02-16 14:00;-101.1;535.2;0;0;387.2;0;82.76;0;24.03;-3.241
2019-02-16 15:00;-87.44;353.7;0;0;374.6;0;72.7;0;24.07;-2.313
2019-02-16 16:00;-69;109.5;0;0;372.6;0;77.42;0;23.79;-2.424
2019-02-16 17:00;-55.72;-48.6;0;0;372.7;0;85.96;0;23.4;-2.779
2019-02-16 18:00;-52.13;-70.16;0;0;373.8;0;92.01;0;23.15;-3.07
2019-02-16 19:00;-50.48;-72.4;0;0;373.2;0;95.39;0;22.97;-3.182
2019-02-16 20:00;-49.67;-72.63;0;0;375.1;0;99.78;0;22.83;-3.439
2019-02-16 21:00;-49.17;-73.28;0;0;380.6;0;105.8;0;22.7;-3.908
2019-02-16 22:00;-49.08;-74.05;0;0;388.1;0;108.4;0;22.59;-4.324
2019-02-16 23:00;-49.22;-77.09;0;0;405;0;120.9;0;22.47;-5.526
2019-02-17 00:00;-49.57;-81.7;0;0;429.8;0;140.8;0;22.36;-7.358
2019-02-17 01:00;-50.2;-86.3;0;0;456.1;0;160.6;0;22.25;-9.244
2019-02-17 02:00;-51.05;-90.67;0;0;482.6;0;178.9;0;22.14;-11.08
2019-02-17 03:00;-52.19;-93.76;0;0;501;0;193.6;0;22.03;-12.43
2019-02-17 04:00;-53.68;-94.9;0;0;507.4;0;201.9;0;21.93;-13.04
2019-02-17 05:00;-55.53;-92.18;0;0;492.8;0;192.3;0;21.85;-12.04
2019-02-17 06:00;-57.32;-90.51;0;0;482.5;0;189.2;0;21.77;-11.5
2019-02-17 07:00;-59.46;-83.66;0;0;481.4;0;195.4;0;21.7;-11.7
2019-02-17 08:00;-64.58;-33.79;0;0;484.9;0;196.5;0;21.74;-11.89
2019-02-17 09:00;-74.73;92.33;0;0;472.3;0;186.6;0;21.94;-10.97
2019-02-17 10:00;-83.26;203.3;0;0;446.5;0;160.9;0;22.34;-8.867
