Hour;Envelope & Thermal bridges;Window & Solar;Local heating units;Local cooling units;AHU heat recovery;AHU cold recovery;AHU Heating;AHU Cooling;Roomtemp;Outside air dry-bulb temperature
2019-01-01 01:00;-58.52;-76.97;0;0;412.3;0;154.4;0;21.14;-7.195
2019-01-01 02:00;-59.63;-76.21;0;0;409.8;0;151.8;0;21.08;-6.985
2019-01-01 03:00;-60.69;-75.56;0.417;0;406.6;0;151;0;21.02;-6.827
2019-01-01 04:00;-62.14;-75.98;9.503;0;409.3;0;153.3;0;21;-7.028
2019-01-01 05:00;-63.69;-76.46;21.11;0;412;0;155.3;0;21;-7.223
2019-01-01 06:00;-65.04;-76.22;30.48;0;410.5;0;154.3;0;21;-7.118
2019-01-01 07:00;-66.21;-77.6;39.52;0;418.1;0;159.3;0;21;-7.635
2019-01-01 08:00;-67.27;-77.69;46.39;0;421.1;0;161.4;0;21;-7.84
2019-01-01 09:00;-68.29;-72.38;47.81;0;404.5;0;150.1;0;21;-6.703
2019-01-01 10:00;-69.74;-51.07;39.02;0;387.2;0;138.4;0;21;-5.515
2019-01-01 11:00;-71.07;-25.16;25.79;0;369.1;0;126.1;0;21;-4.269
2019-01-01 12:00;-71.68;-4.323;11.97;0;348.6;0;112.4;0;21;-2.872
2019-01-01 13:00;-71.04;-5.244;8.745;0;326.4;0;99.2;0;21;-1.42
2019-01-01 14:00;-69.75;-19.75;13.84;0;308.9;0;89.35;0;21;-0.2986
2019-01-01 15:00;-68.14;-45.38;28.39;0;304.5;0;87.19;0;21;-0.02944
2019-01-01 16:00;-67.37;-55.49;37.6;0;307.5;0;87.17;0;21;-0.1537
2019-01-01 17:00;-66.94;-58.07;43.26;0;311.2;0;87.39;0;21;-0.3147
2019-01-01 18:00;-66.45;-57.93;45.86;0;310.1;0;86.54;0;21;-0.2355
2019-01-01 19:00;-65.92;-58.27;48.05;0;312.2;0;87.9;0;21;-0.3744
2019-01-01 20:00;-65.37;-59.07;50.21;0;316.7;0;90.93;0;21;-0.6824
2019-01-01 21:00;-64.86;-60.36;52.53;0;323.8;0;95.75;0;21;-1.171
2019-01-01 22:00;-64.41;-61.43;54.43;0;329.7;0;99.73;0;21;-1.576
2019-01-01 23:00;-64.02;-62.35;56.07;0;334.8;0;103.1;0;21;-1.923
2019-01-02 00:00;-63.7;-63.15;57.48;0;339.2;0;106.1;0;21;-2.228
2019-01-02 01:00;-63.45;-64.54;59.35;0;346.8;0;111.3;0;21;-2.751
2019-01-02 02:00;-63.26;-66.37;61.6;0;356.9;0;118.1;0;21;-3.443
2019-01-02 03:00;-63.17;-67.14;62.91;0;361.2;0;121;0;21;-3.733
2019-01-02 04:00;-63.18;-66.65;63.08;0;358.5;0;119.1;0;21;-3.55
2019-01-02 05:00;-63.25;-65.4;62.34;0;351.6;0;114.5;0;21;-3.075
2019-01-02 06:00;-63.32;-64.49;61.86;0;346.6;0;111.1;0;21;-2.734
2019-01-02 07:00;-63.4;-64.18;61.89;0;344.8;0;109.9;0;21;-2.613
2019-01-02 08:00;-63.48;-64.37;62.34;0;345.3;0;110.2;0;21;-2.645
2019-01-02 09:00;-63.67;-59.91;59.61;0;337.6;0;105;0;21;-2.116
2019-01-02 10:00;-64.09;-47.14;51.51;0;321.8;0;94.31;0;21;-1.03
2019-01-02 11:00;-65.2;-13.38;31.34;0;312.5;0;87.97;0;21;-0.3898
2019-01-02 12:00;-65.45;7.9;15.63;0;308.2;0;85.12;0;21;-0.1001
2019-01-02 13:00;-64.63;11.61;7.452;0;308.5;0;85.38;0;21;-0.1232
2019-01-02 14:00;-63.63;13.56;2.352;0;311.1;0;87.08;0;21;-0.2956
2019-01-02 15:00;-60.34;-33.56;14.96;0;311.7;0;87.78;0;20.99;-0.3506
2019-01-02 16:00;-59.49;-56.66;33.9;0;311.9;0;87.84;0;21;-0.3622
2019-01-02 17:00;-59.32;-59.96;41.66;0;319.8;0;93.13;0;21;-0.9024
2019-01-02 18:00;-59.15;-62.07;47.29;0;331.2;0;100.8;0;21;-1.684
2019-01-02 19:00;-59.05;-63.75;51.2;0;340.2;0;106.8;0;21;-2.297
2019-01-02 20:00;-59.03;-64.9;54.05;0;345.2;0;110.2;0;21;-2.64
2019-01-02 21:00;-59.1;-65.75;56.27;0;348.7;0;112.5;0;21;-2.878
2019-01-02 22:00;-59.26;-66.69;58.27;0;355.4;0;117.1;0;21;-3.339
2019-01-02 23:00;-59.54;-70.89;63.3;0;379;0;133;0;21;-4.957
2019-01-03 00:00;-59.91;-76.76;69.99;0;410.9;0;154.6;0;21;-7.148
2019-01-03 01:00;-60.53;-78.5;72.93;0;420.6;0;161;0;21;-7.808
2019-01-03 02:00;-61.29;-77.59;73.21;0;415.9;0;157.8;0;21;-7.485
2019-01-03 03:00;-62.07;-77.03;73.8;0;413.1;0;155.9;0;21;-7.291
2019-01-03 04:00;-62.95;-77.88;75.62;0;417.7;0;159.1;0;21;-7.611
2019-01-03 05:00;-63.9;-82.59;81.18;0;444;0;176.8;0;21;-9.413
2019-01-03 06:00;-64.95;-88.88;88.4;0;478.1;0;201.8;0;21;-11.83
2019-01-03 07:00;-66.17;-91.94;92.91;0;489.8;0;219.3;0;21;-13.03
2019-01-03 08:00;-67.52;-93.67;96.2;0;492.5;0;232.9;0;21;-13.69
2019-01-03 09:00;-69.27;-84.62;93;0;490.9;0;238.1;0;21;-13.84
2019-01-03 10:00;-72.35;-36.35;67;0;489.7;0;219;0;21.01;-13.01
2019-01-03 11:00;-74.77;7.077;38.07;0;479.2;0;202.3;0;21.01;-11.9
2019-01-03 12:00;-75.55;25.89;15.5;0;464.4;0;190.6;0;21;-10.81
2019-01-03 13:00;-74.36;-7.991;24.24;0;460;0;187.6;0;21;-10.51
2019-01-03 14:00;-74.16;-29.36;37.2;0;461.4;0;188.6;0;21;-10.61
2019-01-03 15:00;-73.46;-62.05;58.07;0;464.2;0;190.5;0;20.99;-10.8
2019-01-03 16:00;-73.5;-83.06;75.08;0;474.7;0;198.1;0;21;-11.54
2019-01-03 17:00;-74.33;-91.02;86.99;0;490.1;0;216.7;0;21;-12.93
2019-01-03 18:00;-75.31;-97.37;97.34;0;492;0;268.5;0;21;-15.13
2019-01-03 19:00;-76.4;-100.1;103.8;0;491.8;0;294.6;0;21;-16.19
2019-01-03 20:00;-77.58;-99.43;106.3;0;491.7;0;288;0;21;-15.92
2019-01-03 21:00;-78.77;-96.55;106.1;0;492.8;0;260;0;21;-14.82
2019-01-03 22:00;-79.94;-94.99;106.7;0;493.4;0;245.3;0;21;-14.24
2019-01-03 23:00;-81.06;-95.27;108.7;0;493.4;0;249;0;21;-14.39
2019-01-04 00:00;-82.15;-97.18;112.2;0;493.5;0;267.9;0;21;-15.17
2019-01-04 01:00;-83.26;-98.8;115.4;0;493.3;0;283.9;0;21;-15.82
2019-01-04 02:00;-84.37;-99.92;118.1;0;493;0;294.9;0;21;-16.25
2019-01-04 03:00;-85.48;-100.4;120.2;0;492.4;0;299.7;0;21;-16.43
2019-01-04 04:00;-86.54;-98.07;119.4;0;490.9;0;279.5;0;21;-15.54
2019-01-04 05:00;-87.48;-94.57;117.3;0;489.8;0;247.7;0;21;-14.19
2019-01-04 06:00;-88.31;-90.61;114.6;0;486.3;0;213.9;0;21;-12.66
2019-01-04 07:00;-88.93;-87.34;112.2;0;472;0;197.4;0;21;-11.4
2019-01-04 08:00;-89.36;-86.1;111.5;0;464.2;0;190.4;0;21;-10.8
2019-01-04 09:00;-89.74;-82.43;109.5;0;458.3;0;186.8;0;21;-10.41
2019-01-04 10:00;-90.44;-63.15;97.55;0;438.8;0;175.5;0;21;-9.149
2019-01-04 11:00;-91.44;-27.4;74.99;0;426;0;167.8;0;21.01;-8.305
2019-01-04 12:00;-91.96;5.795;51.75;0;416.9;0;161.5;0;21.01;-7.675
2019-01-04 13:00;-89.66;-12.74;52.39;0;400.9;0;148.6;0;21;-6.49
2019-01-04 14:00;-87.36;-34.79;58.44;0;371.7;0;129.2;0;21;-4.502
2019-01-04 15:00;-85.41;-52.89;66.01;0;341.1;0;109.7;0;21;-2.451
2019-01-04 16:00;-84.09;-60.51;71.81;0;338.6;0;106.5;0;21;-2.218
2019-01-04 17:00;-82.92;-63.57;75.29;0;341.3;0;107.5;0;21;-2.368
2019-01-04 18:00;-81.79;-64.28;77.1;0;344.9;0;110;0;21;-2.619
2019-01-04 19:00;-80.59;-64.93;78;0;346.9;0;111.3;0;21;-2.752
2019-01-04 20:00;-79.41;-65.3;78.27;0;348.1;0;112.1;0;21;-2.839
2019-01-04 21:00;-78.27;-65.64;78.29;0;350;0;113.4;0;21;-2.966
2019-01-04 22:00;-77.19;-66.63;78.76;0;355.3;0;117;0;21;-3.334
2019-01-04 23:00;-76.18;-65.68;77.3;0;350.2;0;113.5;0;21;-2.979
2019-01-05 00:00;-75.23;-63.64;74.72;0;339.8;0;106.5;0;21;-2.269
2019-01-05 01:00;-74.3;-62.78;73.19;0;335.5;0;105.1;0;21;-2.033
2019-01-05 02:00;-73.42;-62.08;71.88;0;328.9;0;103.5;0;21;-1.7
2019-01-05 03:00;-72.53;-61.51;70.65;0;323.5;0;102.2;0;21;-1.427
2019-01-05 04:00;-71.69;-61.7;70.13;0;324.2;0;103.8;0;21;-1.521
2019-01-05 05:00;-70.88;-62.38;70.11;0;329.1;0;107.3;0;21;-1.865
2019-01-05 06:00;-70.09;-63.65;70.62;0;336.9;0;112.5;0;21;-2.394
2019-01-05 07:00;-69.39;-64.88;71.27;0;344.2;0;116.5;0;21;-2.856
2019-01-05 08:00;-68.78;-64.04;70.19;0;338.4;0;113.8;0;21;-2.512
2019-01-05 09:00;-68.87;-46.41;60.1;0;328.5;0;106.9;0;21;-1.823
2019-01-05 10:00;-71.23;19.73;31.45;0;323.8;0;102.6;0;21.04;-1.456
2019-01-05 11:00;-76.79;126.9;9.283;0;327.3;0;100.6;0;21.25;-1.513
2019-01-05 12:00;-78.14;167.9;0;0;333.1;0;100.9;0;21.42;-1.767
2019-01-05 13:00;-74.7;137.7;0;0;338.4;0;102.9;0;21.5;-2.066
2019-01-05 14:00;-67.74;60.4;0;0;339.1;0;104.8;0;21.43;-2.168
2019-01-05 15:00;-61.18;-13.49;0;0;336.8;0;106.2;0;21.29;-2.13
2019-01-05 16:00;-56.84;-60.68;0.1247;0;340.5;0;109.7;0;21.14;-2.428
2019-01-05 17:00;-55.9;-65.77;0.4729;0;356.3;0;118.6;0;21.05;-3.44
2019-01-05 18:00;-55.75;-67.68;6.741;0;361.5;0;122.2;0;21;-3.799
2019-01-05 19:00;-56.41;-67.13;19.29;0;356.4;0;120.1;0;21;-3.504
2019-01-05 20:00;-56.96;-67.98;28.84;0;363.3;0;123.5;0;21;-3.924
2019-01-05 21:00;-57.5;-68.72;36.22;0;368.9;0;126.2;0;21;-4.267
2019-01-05 22:00;-58.08;-68.98;41.61;0;370.3;0;127.1;0;21;-4.362
2019-01-05 23:00;-58.68;-69.04;45.69;0;370.8;0;127.5;0;21;-4.395
2019-01-06 00:00;-59.3;-69.27;49.38;0;372.2;0;128.4;0;21;-4.49
2019-01-06 01:00;-59.91;-69.12;51.93;0;371.3;0;127.8;0;21;-4.43
2019-01-06 02:00;-60.5;-68.33;53.43;0;366.8;0;124.7;0;21;-4.119
2019-01-06 03:00;-61.09;-68.56;55.85;0;367.8;0;125.5;0;21;-4.192
2019-01-06 04:00;-61.66;-73.17;62.18;0;392.9;0;142.4;0;21;-5.91
2019-01-06 05:00;-62.33;-77.98;68.7;0;418;0;159.4;0;21;-7.635
2019-01-06 06:00;-63.08;-80.95;73.47;0;433.1;0;169.5;0;21;-8.664
2019-01-06 07:00;-63.91;-76.99;71.49;0;412.8;0;155.7;0;21;-7.272
2019-01-06 08:00;-64.7;-73.31;69.42;0;393.2;0;142.5;0;21;-5.929
2019-01-06 09:00;-65.64;-65.41;65.21;0;380;0;133.6;0;21;-5.019
2019-01-06 10:00;-67.41;-35.97;49.75;0;379.2;0;133;0;21;-4.966
2019-01-06 11:00;-69.11;1.536;27.13;0;382.5;0;135.2;0;21.01;-5.192
2019-01-06 12:00;-70.76;41.79;4.617;0;386.3;0;137.3;0;21.03;-5.432
2019-01-06 13:00;-72.65;76.2;0.7327;0;384.1;0;133.2;0;21.13;-5.175
2019-01-06 14:00;-71;60.95;0;0;396.1;0;141;0;21.15;-5.985
2019-01-06 15:00;-66.98;7.928;4.307;0;418.5;0;157.5;0;21.09;-7.578
2019-01-06 16:00;-63.83;-56.1;27.06;0;439.2;0;173.1;0;21.02;-9.062
2019-01-06 17:00;-63.26;-83.36;45.25;0;448.1;0;179.7;0;20.99;-9.697
2019-01-06 18:00;-64.43;-83.55;57.66;0;449.6;0;180.7;0;21;-9.802
2019-01-06 19:00;-65.39;-84.57;65.84;0;455.4;0;184.5;0;21;-10.2
2019-01-06 20:00;-66.33;-82.82;69.51;0;446;0;178.1;0;21;-9.545
2019-01-06 21:00;-67.28;-80.01;70.97;0;430.6;0;167.7;0;21;-8.493
2019-01-06 22:00;-68.17;-81.44;75.3;0;438.4;0;173.1;0;21;-9.03
2019-01-06 23:00;-69.08;-82.6;79.02;0;444.8;0;177.4;0;21;-9.468
2019-01-07 00:00;-70;-83.2;82.02;0;448.1;0;179.6;0;21;-9.696
2019-01-07 01:00;-70.88;-83.08;83.9;0;446.8;0;178.7;0;21;-9.602
2019-01-07 02:00;-71.74;-82.24;84.82;0;440.7;0;174.6;0;21;-9.186
2019-01-07 03:00;-72.59;-81.48;85.74;0;435.6;0;171.1;0;21;-8.838
2019-01-07 04:00;-73.33;-81.07;86.67;0;435.1;0;170.8;0;21;-8.8
2019-01-07 05:00;-74.01;-81.2;87.98;0;435.7;0;171.2;0;21;-8.844
2019-01-07 06:00;-74.63;-81.52;89.39;0;436.5;0;171.7;0;21;-8.895
2019-01-07 07:00;-75.2;-81.05;89.97;0;435.6;0;171.1;0;21;-8.833
2019-01-07 08:00;-75.72;-81.31;91.15;0;436.7;0;171.8;0;21;-8.909
2019-01-07 09:00;-76.34;-77.9;90.38;0;439.1;0;173.6;0;21;-9.081
2019-01-07 10:00;-77.66;-55.17;78.36;0;440.1;0;174.7;0;21;-9.168
2019-01-07 11:00;-78.86;-28.02;61.69;0;443.6;0;177;0;21;-9.402
2019-01-07 12:00;-80.35;9.738;39.67;0;449;0;180;0;21.01;-9.747
2019-01-07 13:00;-84.94;104.6;3.941;0;457.7;0;184.3;0;21.07;-10.28
2019-01-07 14:00;-83.02;93.46;0;0;466.7;0;188.9;0;21.13;-10.84
2019-01-07 15:00;-79.75;60.83;0;0;474.7;0;194.2;0;21.14;-11.38
2019-01-07 16:00;-72.26;-64.81;20.24;0;488.3;0;211.9;0;21;-12.66
2019-01-07 17:00;-72.47;-96.45;57.63;0;493.9;0;253.1;0;20.99;-14.58
2019-01-07 18:00;-73.52;-96.12;72.24;0;493.3;0;253.1;0;20.99;-14.55
2019-01-07 19:00;-74.45;-96.01;81.95;0;492.5;0;253.8;0;21;-14.55
2019-01-07 20:00;-75.39;-98.26;90.65;0;491.5;0;271.7;0;21;-15.24
2019-01-07 21:00;-76.47;-98.77;96.25;0;491;0;281.4;0;21;-15.62
2019-01-07 22:00;-77.64;-99.75;101.4;0;490.8;0;294.1;0;21;-16.13
2019-01-07 23:00;-78.88;-101.8;106.8;0;490.9;0;313.7;0;21;-16.94
2019-01-08 00:00;-80.23;-105;112.7;0;489.8;0;344.1;0;21;-18.14
2019-01-08 01:00;-81.66;-107.3;117.7;0;489.7;0;365.9;0;21;-19.03
2019-01-08 02:00;-83.18;-108.5;121.4;0;491;0;375.5;0;21;-19.47
2019-01-08 03:00;-84.7;-108.8;124.3;0;491.9;0;377.2;0;21;-19.58
2019-01-08 04:00;-86.25;-104.9;123.1;0;490.6;0;342.7;0;21;-18.11
2019-01-08 05:00;-87.67;-101.3;121.6;0;490.5;0;308.3;0;21;-16.7
2019-01-08 06:00;-88.97;-98.24;120.4;0;491.5;0;279;0;21;-15.54
2019-01-08 07:00;-90.06;-95.92;119.6;0;491.8;0;256.5;0;21;-14.63
2019-01-08 08:00;-90.97;-93.86;118.9;0;492;0;236.5;0;21;-13.82
2019-01-08 09:00;-91.94;-85.68;114.7;0;491.7;0;219.3;0;21;-13.11
2019-01-08 10:00;-93.78;-48.4;94.33;0;489.1;0;209.9;0;21;-12.61
2019-01-08 11:00;-98.1;52.31;46.18;0;482.1;0;201.9;0;21.02;-12
2019-01-08 12:00;-106.6;226.2;3.623;0;478.2;0;193.8;0;21.26;-11.51
2019-01-08 13:00;-110.1;295.1;0;0;486.4;0;191.1;0;21.6;-11.74
2019-01-08 14:00;-99.04;136.2;0;0;478.9;0;186.9;0;21.57;-11.25
2019-01-08 15:00;-90.87;43.89;0;0;463.5;0;180.3;0;21.42;-10.35
2019-01-08 16:00;-81.39;-67.9;0.6447;0;456.6;0;181.7;0;21.15;-10.13
2019-01-08 17:00;-79.32;-83.98;7.421;0;453;0;182.6;0;21.01;-10.02
2019-01-08 18:00;-79.63;-84.65;30.16;0;453.9;0;183.7;0;20.99;-10.1
2019-01-08 19:00;-79.91;-88.61;51.84;0;471;0;201.8;0;20.99;-11.54
2019-01-08 20:00;-80.09;-94.23;69.41;0;490.8;0;233;0;21;-13.63
2019-01-08 21:00;-80.42;-98.26;81.93;0;493.2;0;268.6;0;21;-15.19
2019-01-08 22:00;-80.92;-98.5;88.91;0;493.2;0;273.1;0;21;-15.37
2019-01-08 23:00;-81.55;-98.55;94.45;0;492.7;0;276.2;0;21;-15.47
2019-01-09 00:00;-82.28;-101.7;101.6;0;492.8;0;306;0;21;-16.7
2019-01-09 01:00;-83.15;-102.9;106.6;0;492.6;0;316.3;0;21;-17.11
2019-01-09 02:00;-84.13;-102.8;109.6;0;492.2;0;313.8;0;21;-17
2019-01-09 03:00;-85.12;-102.9;112.8;0;492;0;314.8;0;21;-17.03
2019-01-09 04:00;-86.19;-104.3;116.7;0;492.7;0;332.1;0;21;-17.76
2019-01-09 05:00;-87.29;-104.6;119.5;0;492.7;0;338.1;0;21;-18.01
2019-01-09 06:00;-88.4;-103.8;121.1;0;492.5;0;330.7;0;21;-17.7
2019-01-09 07:00;-89.46;-101.5;121;0;492.8;0;309;0;21;-16.82
2019-01-09 08:00;-90.44;-99.66;121;0;492.7;0;288.1;0;21;-15.96
2019-01-09 09:00;-91.91;-79.5;110.7;0;491.9;0;267.3;0;21;-15.08
2019-01-09 10:00;-96.06;28.25;51.36;0;489.8;0;236.7;0;21.01;-13.74
2019-01-09 11:00;-105.2;206.2;6.865;0;493.7;0;213.1;0;21.23;-12.93
2019-01-09 12:00;-119.9;446.7;0;0;502.2;0;197.8;0;21.84;-12.66
2019-01-09 13:00;-122.2;488.8;0;0;508.9;0;190.2;0;22.37;-12.62
2019-01-09 14:00;-116.8;425.8;0;0;507.7;0;183.2;0;22.68;-12.28
2019-01-09 15:00;-101.3;220.6;0;0;501.7;0;180.4;0;22.63;-11.92
2019-01-09 16:00;-80.5;-49.87;0;0;509.7;0;202.5;0;22.16;-13.15
2019-01-09 17:00;-74.37;-99.38;0;0;511.1;0;244.8;0;21.84;-14.94
2019-01-09 18:00;-72.1;-104.1;0;0;506.3;0;299.6;0;21.61;-16.99
2019-01-09 19:00;-70.76;-108.7;0;0;502.4;0;350.7;0;21.42;-18.92
2019-01-09 20:00;-70.46;-109.6;0;0;497.4;0;369.4;0;21.27;-19.48
2019-01-09 21:00;-70.84;-109.4;0;0;492.7;0;377.2;0;21.14;-19.61
2019-01-09 22:00;-71.95;-108.9;5.518;0;489.9;0;379.6;0;21.04;-19.6
2019-01-09 23:00;-74.03;-108.6;20.79;0;490.2;0;377.8;0;21;-19.54
2019-01-10 00:00;-76.47;-108.9;39.33;0;491.1;0;380.4;0;20.99;-19.68
2019-01-10 01:00;-78.8;-107.2;53.5;0;491.8;0;361.4;0;21;-18.93
2019-01-10 02:00;-80.9;-102.7;61.37;0;492;0;315;0;21;-17.04
2019-01-10 03:00;-82.91;-98.54;68.96;0;492.2;0;272.8;0;21;-15.32
2019-01-10 04:00;-84.53;-96.27;75.25;0;492.1;0;251.4;0;21;-14.44
2019-01-10 05:00;-85.89;-93.02;79.18;0;487.7;0;227.6;0;21;-13.28
2019-01-10 06:00;-87.01;-88.96;81.26;0;478.2;0;202.1;0;21;-11.85
2019-01-10 07:00;-87.81;-85.67;82.86;0;461.4;0;188.5;0;21;-10.6
2019-01-10 08:00;-88.35;-84.12;85.3;0;451.8;0;182;0;21;-9.943
2019-01-10 09:00;-90.09;-54.53;79.3;0;447.3;0;178.8;0;21.01;-9.627
2019-01-10 10:00;-101.4;185.1;12.19;0;447.4;0;175;0;21.17;-9.479
2019-01-10 11:00;-113;371.5;0;0;453.3;0;169.2;0;21.67;-9.483
2019-01-10 12:00;-116.8;433.8;0;0;445.8;0;157.4;0;22.18;-8.69
2019-01-10 13:00;-108;310.9;0;0;433.5;0;149.6;0;22.36;-7.869
2019-01-10 14:00;-96.91;185.8;0;0;426.8;0;147;0;22.34;-7.489
2019-01-10 15:00;-84.29;45.52;0;0;425.7;0;148.3;0;22.2;-7.498
2019-01-10 16:00;-73.63;-61.99;0;0;430.6;0;155.2;0;21.89;-7.982
2019-01-10 17:00;-69.93;-82.6;0;0;435.5;0;160.6;0;21.68;-8.4
2019-01-10 18:00;-68.34;-83.17;0;0;440.3;0;165.5;0;21.53;-8.8
2019-01-10 19:00;-67.2;-84.09;0;0;446.7;0;171.2;0;21.41;-9.292
2019-01-10 20:00;-66.5;-85.54;0;0;456;0;178.3;0;21.3;-9.963
2019-01-10 21:00;-66.17;-87.26;0;0;466;0;187;0;21.19;-10.73
2019-01-10 22:00;-66.12;-87.62;0;0;468.3;0;190.8;0;21.1;-10.98
2019-01-10 23:00;-66.68;-85.05;2.008;0;456;0;184.1;0;21.03;-10.2
2019-01-11 00:00;-67.76;-82.31;9.393;0;443.9;0;176.8;0;21;-9.407
2019-01-11 01:00;-69.15;-80.9;22.21;0;436;0;171.5;0;21;-8.867
2019-01-11 02:00;-70.37;-80.39;33.19;0;432.3;0;169;0;21;-8.613
2019-01-11 03:00;-71.4;-78.59;40.7;0;422;0;162;0;21;-7.901
2019-01-11 04:00;-72.24;-75.64;45.06;0;405.5;0;150.8;0;21;-6.77
2019-01-11 05:00;-72.86;-71.91;47.18;0;384.6;0;136.7;0;21;-5.336
2019-01-11 06:00;-73.28;-70.04;50.07;0;373.6;0;129.3;0;21;-4.584
2019-01-11 07:00;-73.53;-68.71;52.73;0;365.6;0;123.9;0;21;-4.037
2019-01-11 08:00;-73.58;-63.05;50.59;0;334.2;0;102.7;0;21;-1.883
2019-01-11 09:00;-73.5;-56.57;47.95;0;313.5;0;88.7;0;21;-0.4592
2019-01-11 10:00;-73.38;-49.36;45.56;0;311.8;0;87.61;0;21;-0.348
2019-01-11 11:00;-73.42;-39.87;43.99;0;350.1;0;113.5;0;21;-2.978
2019-01-11 12:00;-73.15;-31.72;40.41;0;369.4;0;126.5;0;21;-4.298
2019-01-11 13:00;-72.46;-29.24;37.7;0;371.3;0;127.8;0;21;-4.429
2019-01-11 14:00;-71.02;-47.06;46.38;0;378.7;0;132.8;0;21;-4.934
2019-01-11 15:00;-69.97;-62.62;56.11;0;386.1;0;137.8;0;21;-5.443
2019-01-11 16:00;-69.41;-72.73;64.61;0;392.4;0;142;0;21;-5.874
2019-01-11 17:00;-69.33;-74.69;68.79;0;395.7;0;144.3;0;21;-6.103
2019-01-11 18:00;-69.38;-77.44;73.67;0;410;0;153.9;0;21;-7.082
2019-01-11 19:00;-69.52;-81.32;79.24;0;431.5;0;168.4;0;21;-8.557
2019-01-11 20:00;-69.82;-84.09;83.59;0;446.3;0;178.4;0;21;-9.572
2019-01-11 21:00;-70.28;-86.27;87.23;0;458.3;0;186.5;0;21;-10.39
2019-01-11 22:00;-70.85;-88.01;90.35;0;468.2;0;193.1;0;21;-11.07
2019-01-11 23:00;-71.57;-89.33;93.03;0;475.4;0;198;0;21;-11.57
2019-01-12 00:00;-72.38;-90.2;95.29;0;480.5;0;201.4;0;21;-11.92
2019-01-12 01:00;-73.29;-90.94;97.43;0;484.1;0;205.1;0;21;-12.22
2019-01-12 02:00;-74.27;-91.9;99.76;0;487.5;0;210.3;0;21;-12.57
2019-01-12 03:00;-75.27;-92.84;102.1;0;490.5;0;215.9;0;21;-12.92
2019-01-12 04:00;-76.31;-93.72;104.2;0;490.9;0;223.2;0;21;-13.23
2019-01-12 05:00;-77.38;-94.94;106.7;0;491;0;235.5;0;21;-13.74
2019-01-12 06:00;-78.46;-96.4;109.4;0;491;0;250.9;0;21;-14.37
2019-01-12 07:00;-79.56;-97.5;111.9;0;490.9;0;261.5;0;21;-14.8
2019-01-12 08:00;-80.67;-97.98;113.7;0;490.3;0;266.6;0;21;-14.98
2019-01-12 09:00;-82.77;-76.84;107.8;0;489.3;0;268.9;0;21;-15.04
2019-01-12 10:00;-91.41;106.6;35.39;0;489.6;0;274.5;0;21.07;-15.28
2019-01-12 11:00;-101.6;282.3;0.07595;0;496.3;0;263.4;0;21.41;-15.1
2019-01-12 12:00;-109.8;400.8;0;0;508.3;0;237.3;0;21.91;-14.52
2019-01-12 13:00;-112.5;445.5;0;0;520.1;0;215.8;0;22.37;-14.13
2019-01-12 14:00;-106.4;363.8;0;0;526.1;0;204.4;0;22.6;-13.9
2019-01-12 15:00;-92.97;181.6;0;0;524.3;0;203.8;0;22.51;-13.8
2019-01-12 16:00;-75.15;-58.4;0;0;514.8;0;213;0;22.07;-13.79
2019-01-12 17:00;-70.82;-97.07;0;0;508.3;0;217.3;0;21.78;-13.7
2019-01-12 18:00;-69.8;-96.34;0;0;503.9;0;219.9;0;21.6;-13.63
2019-01-12 19:00;-69.31;-96.02;0;0;500.8;0;225.1;0;21.44;-13.72
2019-01-12 20:00;-69.3;-96.05;0;0;497.8;0;232.6;0;21.31;-13.9
2019-01-12 21:00;-69.57;-96.32;0;0;495.1;0;241.9;0;21.19;-14.17
2019-01-12 22:00;-70.16;-96.66;1.118;0;492.7;0;251.6;0;21.09;-14.47
2019-01-12 23:00;-71.39;-96.43;8.481;0;491.1;0;255.6;0;21.02;-14.57
2019-01-13 00:00;-73.14;-96.52;22.7;0;490;0;260.3;0;21;-14.72
2019-01-13 01:00;-75.1;-97.25;39.53;0;489.8;0;268.3;0;21;-15.04
2019-01-13 02:00;-76.85;-98.3;52.65;0;490.2;0;278.6;0;21;-15.47
2019-01-13 03:00;-78.56;-99.46;65.27;0;490.5;0;289.9;0;21;-15.95
2019-01-13 04:00;-80.12;-101.2;75.34;0;490.7;0;306.5;0;21;-16.63
2019-01-13 05:00;-81.63;-102.4;83.66;0;490.6;0;315;0;21;-16.98
2019-01-13 06:00;-83.09;-102.4;90.09;0;490.3;0;311.3;0;21;-16.81
2019-01-13 07:00;-84.46;-99.49;92.8;0;489.7;0;283.9;0;21;-15.67
2019-01-13 08:00;-85.67;-94.7;93.02;0;484.6;0;244.6;0;21;-13.85
2019-01-13 09:00;-87.02;-80.16;86.68;0;473.1;0;202.2;0;21;-11.64
2019-01-13 10:00;-89.72;-20.99;54.94;0;448;0;182.6;0;21.01;-9.812
2019-01-13 11:00;-93.42;56.7;24.74;0;431.5;0;170.6;0;21.09;-8.647
2019-01-13 12:00;-96.54;125.8;2.772;0;423.5;0;162.1;0;21.21;-7.97
2019-01-13 13:00;-93.05;94.97;2.07E-04;0;411.3;0;152.2;0;21.23;-7.067
2019-01-13 14:00;-87.21;32.17;0.1811;0;396.3;0;144.3;0;21.15;-6.126
2019-01-13 15:00;-81.06;-37.28;4.174;0;381.5;0;138.3;0;21.01;-5.277
2019-01-13 16:00;-79.59;-61.93;27.14;0;377.8;0;133.7;0;20.99;-4.933
